美元	美元 $ 💵 💲
男超级大反派	男超级大反派 🦹‍♂️
超级大反派	超级大反派 🦹‍♂️ 🦹‍♀️
安全背心	安全背心 🦺
救生衣	救生衣 🦺
助听器	助听器 🦻
听力障碍	听力障碍 🦻
戴助听器的耳朵	戴助听器的耳朵 🦻
电动轮椅	电动轮椅 🦼 👨‍🦼 👩‍🦼
手动轮椅	手动轮椅 🦽 👨‍🦽 👩‍🦽
残疾人	残疾人 🦽
轮椅	轮椅 🦽 ♿
义体	义体 🦾 🦿
义肢	义肢 🦾 🦿
机械手臂	机械手臂 🦾
机械臂	机械臂 🦾
赛博朋克	赛博朋克 🦾 🦿
机械腿	机械腿 🦿
奶酪	奶酪 🧀
芝士	芝士 🧀
起司	起司 🧀
纸杯蛋糕	纸杯蛋糕 🧁
佐料	佐料 🧂
佐料瓶	佐料瓶 🧂
盐	盐 🧂
调味品	调味品 🧂
食盐	食盐 🧂
一盒果汁	一盒果汁 🧃
果汁盒	果汁盒 🧃
大蒜	大蒜 🧄
蒜	蒜 🧄
蒜头	蒜头 🧄
蒜香	蒜香 🧄
洋葱	洋葱 🧅
洋蒜	洋蒜 🧅
皮芽子	皮芽子 🧅
葱头	葱头 🧅
中东蔬菜球	中东蔬菜球 🧆
油炸鹰嘴豆饼	油炸鹰嘴豆饼 🧆
法拉费	法拉费 🧆
炸豆丸子	炸豆丸子 🧆
肉丸	肉丸 🧆
肉丸子	肉丸子 🧆
华夫饼	华夫饼 🧇
格子饼	格子饼 🧇
牛油	牛油 🧈
黄乳油	黄乳油 🧈
黄油	黄油 🧈
马黛茶	马黛茶 🧉
冰	冰 🧊
冰块	冰块 🧊
加冰	加冰 🧊
一杯奶茶	一杯奶茶 🧋
奶茶	奶茶 🧋
波霸奶茶	波霸奶茶 🧋
珍珠奶茶	珍珠奶茶 🧋
巨怪	巨怪 🧌
穴居巨怪	穴居巨怪 🧌
女仔	女仔 🧍‍♀️
妹妹	妹妹 🧍‍♀️
姐姐	姐姐 🧍‍♀️
站立的女人	站立的女人 🧍‍♀️
哥哥	哥哥 🧍‍♂️
弟弟	弟弟 🧍‍♂️
男仔	男仔 🧍‍♂️
站着	站着 🧍‍♂️ 🧍‍♀️
站立	站立 🧍‍♂️ 🧍‍♀️
站立的男人	站立的男人 🧍‍♂️
站立者	站立者 🧍‍♂️ 🧍‍♀️
跪坐	跪坐 🧎‍♂️ 🧎‍♀️
跪着	跪着 🧎‍♂️ 🧎‍♀️
失聪	失聪 🧏‍♂️ 🧏‍♀️
失聪者	失聪者 🧏‍♂️ 🧏‍♀️
耳聋	耳聋 🧏‍♂️ 🧏‍♀️
聋子	聋子 🧏‍♂️ 🧏‍♀️
单片眼镜	单片眼镜 🧐
戴单片眼镜的脸	戴单片眼镜的脸 🧐
探究	探究 🧐
研究	研究 🧐
寻思	寻思 🧐
思索	思索 🧐
手拉手	手拉手 🧑‍🤝‍🧑
牵手	牵手 🧑‍🤝‍🧑
儿童	儿童 🧒
孩子	孩子 🧒
小孩	小孩 🧒
小孩儿	小孩儿 🧒
小孩子	小孩子 🧒
小朋友	小朋友 🧒
小盆友	小盆友 🧒
大叔	大叔 🧔
有胡子的人	有胡子的人 🧔
有胡须的人	有胡须的人 🧔
络腮胡	络腮胡 🧔
胡子	胡子 🧔
胡须	胡须 🧔
胡子女	胡子女 🧔‍♀️
长胡子的女人	长胡子的女人 🧔‍♀️
穆斯林	穆斯林 🧕
蒸房里的女人	蒸房里的女人 🧖‍♀️
桑拿	桑拿 🧖‍♂️ 🧖‍♀️
蒸房	蒸房 🧖‍♂️ 🧖‍♀️
蒸房里的人	蒸房里的人 🧖‍♂️ 🧖‍♀️
蒸房里的男人	蒸房里的男人 🧖‍♂️
蒸桑拿	蒸桑拿 🧖‍♂️ 🧖‍♀️
攀爬的女人	攀爬的女人 🧗‍♀️
攀山	攀山 🧗‍♂️ 🧗‍♀️
攀岩者	攀岩者 🧗‍♂️ 🧗‍♀️
攀爬的人	攀爬的人 🧗‍♂️ 🧗‍♀️
攀爬的男人	攀爬的男人 🧗‍♂️
登山	登山 🧗‍♂️ 🧗‍♀️
登山者	登山者 🧗‍♂️ 🧗‍♀️
瑜伽女	瑜伽女 🧘‍♀️
盘腿的女人	盘腿的女人 🧘‍♀️
全莲花坐	全莲花坐 🧘‍♂️ 🧘‍♀️
冥想	冥想 🧘‍♂️ 🧘‍♀️
打坐	打坐 🧘‍♂️ 🧘‍♀️
瑜伽	瑜伽 🧘‍♂️ 🧘‍♀️
瑜伽男	瑜伽男 🧘‍♂️
盘腿	盘腿 🧘‍♂️ 🧘‍♀️
盘腿的男人	盘腿的男人 🧘‍♂️
莲花坐	莲花坐 🧘‍♂️ 🧘‍♀️
莲花坐的人	莲花坐的人 🧘‍♂️ 🧘‍♀️
女巫	女巫 🧙‍♀️
女法师	女法师 🧙‍♀️
女魔术师	女魔术师 🧙‍♀️
女魔法师	女魔法师 🧙‍♀️
法师	法师 🧙‍♂️ 🧙‍♀️
男巫	男巫 🧙‍♂️
男法师	男法师 🧙‍♂️
男魔术师	男魔术师 🧙‍♂️
男魔法师	男魔法师 🧙‍♂️
魔术师	魔术师 🧙‍♂️ 🧙‍♀️
魔法师	魔法师 🧙‍♂️ 🧙‍♀️
小仙女	小仙女 🧚‍♀️
妖精	妖精 🧚‍♂️ 🧚‍♀️
小仙子	小仙子 🧚‍♂️ 🧚‍♀️
小精灵	小精灵 🧚‍♂️ 🧚‍♀️
女吸血鬼	女吸血鬼 🧛‍♀️
吸血鬼	吸血鬼 🧛‍♂️ 🧛‍♀️
德古拉	德古拉 🧛‍♂️ 🧛‍♀️
男吸血鬼	男吸血鬼 🧛‍♂️
美人鱼	美人鱼 🧜‍♀️
人鱼	人鱼 🧜‍♂️ 🧜‍♀️
海王	海王 🧜‍♂️
男人鱼	男人鱼 🧜‍♂️
美男鱼	美男鱼 🧜‍♂️
女精灵	女精灵 🧝‍♀️
男精灵	男精灵 🧝‍♂️
精灵	精灵 🧝‍♂️ 🧝‍♀️
精灵族	精灵族 🧝‍♂️ 🧝‍♀️
女灯神	女灯神 🧞‍♀️
灯神	灯神 🧞‍♂️ 🧞‍♀️
男灯神	男灯神 🧞‍♂️
阿拉丁	阿拉丁 🧞‍♂️ 🧞‍♀️
阿拉丁神灯	阿拉丁神灯 🧞‍♂️ 🧞‍♀️
女丧尸	女丧尸 🧟‍♀️
女僵尸	女僵尸 🧟‍♀️
女行尸走肉	女行尸走肉 🧟‍♀️
丧尸	丧尸 🧟‍♂️ 🧟‍♀️
僵尸	僵尸 🧟‍♂️ 🧟‍♀️
男丧尸	男丧尸 🧟‍♂️
男僵尸	男僵尸 🧟‍♂️
男行尸走肉	男行尸走肉 🧟‍♂️
行尸走肉	行尸走肉 🧟‍♂️ 🧟‍♀️
大脑	大脑 🧠
头脑	头脑 🧠
脑	脑 🧠
脑子	脑子 🧠
脑花	脑花 🧠
橘心	橘心 🧡
橘色心	橘色心 🧡
橘色的心	橘色的心 🧡
橙心	橙心 🧡
橙色心	橙色心 🧡
橙色的心	橙色的心 🧡
棒球帽	棒球帽 🧢
鸭舌帽	鸭舌帽 🧢
围巾	围巾 🧣
手套	手套 🧤
外套	外套 🧥
夹克	夹克 🧥
夹克衫	夹克衫 🧥
短袜	短袜 🧦
袜子	袜子 🧦
发红包	发红包 🧧
红包	红包 🧧
炸药	炸药 🧨
爆竹	爆竹 🧨
鞭炮	鞭炮 🧨
拼图	拼图 🧩
拼图块	拼图块 🧩
拼块	拼块 🧩
拼块儿	拼块儿 🧩
试管	试管 🧪
培养皿	培养皿 🧫
DNA	DNA 🧬
基因	基因 🧬
脱氧核糖核酸	脱氧核糖核酸 🧬
指北针	指北针 🧭
指南针	指南针 🧭
方向	方向 🧭
罗盘	罗盘 🧭
打算盘	打算盘 🧮
算盘	算盘 🧮
灭火器	灭火器 🧯
工具箱	工具箱 🧰
板儿砖	板儿砖 🧱
板砖	板砖 🧱
砖块	砖块 🧱
砖头	砖头 🧱
吸铁石	吸铁石 🧲
磁力	磁力 🧲
磁石	磁石 🧲
磁铁	磁铁 🧲
行李	行李 🧳
行李箱	行李箱 🧳
乳液	乳液 🧴
乳液瓶	乳液瓶 🧴
护肤霜	护肤霜 🧴
沐浴露	沐浴露 🧴
洗发水	洗发水 🧴
洗发露	洗发露 🧴
线轴	线轴 🧵
毛线	毛线 🧶
毛线球	毛线球 🧶
纱线	纱线 🧶
线团	线团 🧶
别针	别针 🧷
安全别针	安全别针 🧷
扣针	扣针 🧷
泰迪	泰迪 🧸
泰迪熊	泰迪熊 🧸
扫帚	扫帚 🧹
扫把	扫把 🧹
笤帚	笤帚 🧹
竹篮	竹篮 🧺
篮子	篮子 🧺
菜篮	菜篮 🧺
菜篮子	菜篮子 🧺
卫生纸	卫生纸 🧻
卷纸	卷纸 🧻
纸巾	纸巾 🧻
皂	皂 🧼
肥皂	肥皂 🧼
香皂	香皂 🧼
海绵	海绵 🧽
清洗	清洗 🧽
凭据	凭据 🧾
发票	发票 🧾
收据	收据 🧾
账单	账单 🧾
恶魔之眼	恶魔之眼 🧿
恶魔的眼	恶魔的眼 🧿
恶魔眼	恶魔眼 🧿
芭蕾舞鞋	芭蕾舞鞋 🩰
足尖鞋	足尖鞋 🩰
泳衣	泳衣 🩱
泳装	泳装 🩱 👙
连体泳衣	连体泳衣 🩱
三角裤	三角裤 🩲
内裤	内裤 🩲
底裤	底裤 🩲
四角裤	四角裤 🩳
短裤	短裤 🩳
人字拖	人字拖 🩴
凉鞋	凉鞋 🩴 👡
夹趾凉鞋	夹趾凉鞋 🩴
拖鞋	拖鞋 🩴
沙滩凉鞋	沙滩凉鞋 🩴
淡蓝心	淡蓝心 🩵
淡蓝色心	淡蓝色心 🩵
淡蓝色的心	淡蓝色的心 🩵
灰心	灰心 🩶
灰色心	灰色心 🩶
灰色的心	灰色的心 🩶
粉心	粉心 🩷
粉红心	粉红心 🩷
粉色心	粉色心 🩷
滴血	滴血 🩸
血	血 🩸
血液	血液 🩸
血滴	血滴 🩸
创口贴	创口贴 🩹
创可贴	创可贴 🩹
听诊器	听诊器 🩺
X光	X光 🩻
X光片	X光片 🩻
X射线	X射线 🩻
拍片	拍片 🩻
胸片	胸片 🩻
胸透	胸透 🩻
拐杖	拐杖 🩼
悠悠球	悠悠球 🪀
溜溜球	溜溜球 🪀
放风筝	放风筝 🪁
纸鸢	纸鸢 🪁
风筝	风筝 🪁
风鸢	风鸢 🪁
跳伞	跳伞 🪂
降落伞	降落伞 🪂
回力棒	回力棒 🪃
回力镖	回力镖 🪃
回旋镖	回旋镖 🪃
回飞棒	回飞棒 🪃
飞去来器	飞去来器 🪃
飞旋镖	飞旋镖 🪃
魔杖	魔杖 🪄
魔棒	魔棒 🪄
魔法棒	魔法棒 🪄
皮纳塔	皮纳塔 🪅
俄罗斯套娃	俄罗斯套娃 🪆
套娃	套娃 🪆
沙槌	沙槌 🪇
竖笛	竖笛 🪈
笛子	笛子 🪈
长笛	长笛 🪈
土星	土星 🪐
星球	星球 🪐
有环行星	有环行星 🪐
行星	行星 🪐
凳子	凳子 🪑
椅子	椅子 🪑
刮胡刀	刮胡刀 🪒
剃刀	剃刀 🪒
剃须刀	剃须刀 🪒
手动刮胡刀	手动刮胡刀 🪒
斧头	斧头 🪓
斧子	斧子 🪓
油灯	油灯 🪔
班卓琴	班卓琴 🪕
军人	军人 🪖
军用头盔	军用头盔 🪖
军盔	军盔 🪖
头盔	头盔 🪖
手风琴	手风琴 🪗
康加鼓	康加鼓 🪘
长鼓	长鼓 🪘
硬币	硬币 🪙
钢镚	钢镚 🪙
钢镚儿	钢镚儿 🪙
钱币	钱币 🪙
手锯	手锯 🪚
锯子	锯子 🪚
螺丝刀	螺丝刀 🪛
搭梯子	搭梯子 🪜
梯子	梯子 🪜
爬梯	爬梯 🪜
爬梯子	爬梯子 🪜
科学上网	科学上网 🪜
翻墙	翻墙 🪜
魔法上网	魔法上网 🪜
弯钩	弯钩 🪝
挂钩	挂钩 🪝
钩子	钩子 🪝
铁钩	铁钩 🪝
镜子	镜子 🪞
魔镜	魔镜 🪞
窗户	窗户 🪟
吸把	吸把 🪠
搋子	搋子 🪠
水拔子	水拔子 🪠
皮老虎	皮老虎 🪠
通通乐	通通乐 🪠
马桶吸	马桶吸 🪠
马桶吸把	马桶吸把 🪠
马桶吸盘	马桶吸盘 🪠
马桶塞	马桶塞 🪠
马桶抽子	马桶抽子 🪠
马桶搋	马桶搋 🪠
马桶搋子	马桶搋子 🪠
马桶疏通器	马桶疏通器 🪠
绣花针	绣花针 🪡
缝纫针	缝纫针 🪡
缝衣针	缝衣针 🪡
针	针 🪡
针线	针线 🪡
打结	打结 🪢
绳子	绳子 🪢
绳结	绳结 🪢
圆桶	圆桶 🪣
水桶	水桶 🪣
捕鼠器	捕鼠器 🪤
刷牙	刷牙 🪥
牙刷	牙刷 🪥
坟墓	坟墓 🪦
墓碑	墓碑 🪦
布告	布告 🪧
布告牌	布告牌 🪧
标语	标语 🪧
标语牌	标语牌 🪧
岩石	岩石 🪨
石头	石头 🪨
迪斯科	迪斯科 🪩
镜面球	镜面球 🪩
ID	ID 🪪 🆔
执照	执照 🪪
证件	证件 🪪
证照	证照 🪪
身份证	身份证 🪪 🆔
驾照	驾照 🪪
低电量	低电量 🪫
电池不足	电池不足 🪫
电量不足	电量不足 🪫
电量低	电量低 🪫
法蒂玛	法蒂玛 🪬
法蒂玛之手	法蒂玛之手 🪬
扇子	扇子 🪭
折扇	折扇 🪭
叉梳	叉梳 🪮
梳子	梳子 🪮
坎达	坎达 🪯
坎达符号	坎达符号 🪯
锡克	锡克 🪯
锡克教	锡克教 🪯
家蝇	家蝇 🪰
苍蝇	苍蝇 🪰
寄生虫	寄生虫 🪱
蚯蚓	蚯蚓 🪱
蠕虫	蠕虫 🪱
圣甲虫	圣甲虫 🪲
昆虫	昆虫 🪲
甲虫	甲虫 🪲
小强	小强 🪳
蟑螂	蟑螂 🪳
盆栽	盆栽 🪴
盆栽植物	盆栽植物 🪴
花盆	花盆 🪴
原木	原木 🪵
木头	木头 🪵
木材	木材 🪵
羽毛	羽毛 🪶
荷花	荷花 🪷
莲花	莲花 🪷
珊瑚	珊瑚 🪸
珊瑚礁	珊瑚礁 🪸
空巢	空巢 🪹
空鸟巢	空鸟巢 🪹
有蛋的巢	有蛋的巢 🪺
有蛋的鸟巢	有蛋的鸟巢 🪺
鸟巢	鸟巢 🪺
风信子	风信子 🪻
水母	水母 🪼
海蜇	海蜇 🪼
天使的翅膀	天使的翅膀 🪽
羽翼	羽翼 🪽
翅膀	翅膀 🪽
大鹅	大鹅 🪿
鹅	鹅 🪿
鹅鹅鹅	鹅鹅鹅 🪿
心脏	心脏 🫀
心脏器官	心脏器官 🫀
吸气	吸气 🫁
呼吸作用	呼吸作用 🫁
肺	肺 🫁
抱在一起	抱在一起 🫂
拥抱的人	拥抱的人 🫂
啤酒肚	啤酒肚 🫃
将军肚	将军肚 🫃
怀孕的男人	怀孕的男人 🫃
男人怀孕	男人怀孕 🫃
king	king 🫅
君主	君主 🫅
国王	国王 🫅
戴王冠的人	戴王冠的人 🫅
马鹿	马鹿 🫎
驼鹿	驼鹿 🫎
驼鹿头	驼鹿头 🫎
驼鹿脸	驼鹿脸 🫎
鹿角	鹿角 🫎
小驴	小驴 🫏
驴	驴 🫏
驴儿	驴儿 🫏
蓝莓	蓝莓 🫐
彩椒	彩椒 🫑
灯笼椒	灯笼椒 🫑
甜椒	甜椒 🫑
菜椒	菜椒 🫑
橄榄	橄榄 🫒
油橄榄	油橄榄 🫒
青橄榄	青橄榄 🫒
黄榄	黄榄 🫒
大饼	大饼 🫓
面饼	面饼 🫓
饼	饼 🫓
墨西哥粽	墨西哥粽 🫔
墨西哥粽子	墨西哥粽子 🫔
奶酪火锅	奶酪火锅 🫕
芝士火锅	芝士火锅 🫕
起司火锅	起司火锅 🫕
一壶	一壶 🫖
一壶茶	一壶茶 🫖
茶壶	茶壶 🫖
倒水	倒水 🫗
倾倒	倾倒 🫗
倾倒液体	倾倒液体 🫗
豆	豆 🫘
豆子	豆子 🫘
豆类	豆类 🫘
红豆	红豆 🫘
玻璃瓶	玻璃瓶 🫙
瓶子	瓶子 🫙
罐子	罐子 🫙
姜	姜 🫚
生姜	生姜 🫚
豆荚	豆荚 🫛
豌豆	豌豆 🫛
豌豆荚	豌豆荚 🫛
消失	消失 🫠 🫥
溶解	溶解 🫠
融化	融化 🫠
respect	respect 🫡
尊敬	尊敬 🫡
尊重	尊重 🫡
敬礼	敬礼 🫡
瑞思拜	瑞思拜 🫡
致敬	致敬 🫡
unbelievable	unbelievable 🫢
不敢相信	不敢相信 🫢
不敢看	不敢看 🫣
偷偷看	偷偷看 🫣
偷偷瞧	偷偷瞧 🫣
偷看	偷看 🫣
偷瞧	偷瞧 🫣
单眼偷看	单眼偷看 🫣
我不敢看	我不敢看 🫣
画面太美我不敢看	画面太美我不敢看 🫣
那画面太美我不敢看	那画面太美我不敢看 🫣
不确定	不确定 🫤
撇嘴	撇嘴 🫤
虚线脸	虚线脸 🫥
虚线轮廓	虚线轮廓 🫥
隐形	隐形 🫥
隐藏	隐藏 🫥
咬住嘴唇	咬住嘴唇 🫦
咬嘴唇	咬嘴唇 🫦
情调	情调 🫦
诱惑	诱惑 🫦
调情	调情 🫦
气泡	气泡 🫧
泡泡	泡泡 🫧
肥皂泡	肥皂泡 🫧
摇头晃脑	摇头晃脑 🫨
晃脑	晃脑 🫨
猛摇头	猛摇头 🫨
甩头	甩头 🫨
颤抖的脸	颤抖的脸 🫨
响指	响指 🫰
打响指	打响指 🫰
比心	比心 🫰 🫶
比心手势	比心手势 🫰 🫶
食指和拇指交叉的手	食指和拇指交叉的手 🫰
右手	右手 🫱 🫸
向右伸的手	向右伸的手 🫱
向右的手	向右的手 🫱
朝右	朝右 🫱
向左伸的手	向左伸的手 🫲
向左的手	向左的手 🫲
左手	左手 🫲 🫷
朝左	朝左 🫲
手掌朝下	手掌朝下 🫳
掌心朝下	掌心朝下 🫳
放手	放手 🫳
朝下	朝下 🫳
伸手	伸手 🫴
手掌朝上	手掌朝上 🫴
抬起	抬起 🫴
掌心朝上	掌心朝上 🫴
朝上	朝上 🫴
你自己	你自己 🫵
就是你	就是你 🫵
指人	指人 🫵
指你	指你 🫵
指向观察者的食指	指向观察者的食指 🫵
指我	指我 🫵
指着	指着 🫵
指着你	指着你 🫵
食指指向观察者	食指指向观察者 🫵
做成心形的双手	做成心形的双手 🫶
向左推	向左推 🫷
向左推手	向左推手 🫷
向左推的手	向左推的手 🫷
左推	左推 🫷
推手	推手 🫷 🫸
右推	右推 🫸
向右推	向右推 🫸
向右推手	向右推手 🫸
向右推的手	向右推的手 🫸
