#兼容所有拼音类型的公共简码库	
gj	感觉	根据	关键
phd	平衡点
phe	派活儿
phj	平滑肌
phl	破坏力
phm	平衡木
pht	皮划艇
phv	破坏者
piq	跑出去
pis	派出所
pjd	啤酒肚
pje	皮筋儿
pjq	瓶颈期
pju	判决书
pkx	贫困线
ple	破烂儿
plg	疲劳感
plj	评论家
plq	评论区
plw	霹雳舞
ply	评论员
pmb	排名榜
pme	帕米尔
pmf	怕麻烦	平民愤
pmh	拍卖会
pmi	跑马场
pmj	平面镜
pmt	平面图
pmx	片面性
pmz	普米族
ppi	碰碰车
ppj	批评家
ppq	乒乓球
pqh	爬墙虎
psm	凭什么
pss	扑簌簌
ptb	排头兵
pte	跑腿儿
ptf	普通法
ptq	平台期
ptz	批条子
puh	爬山虎
pui	喷水池
puq	拼手气
pve	PVE
pvg	偏振光
pvl	排中律
pvu	批准书
pvx	配置项
pwh	评委会
pwv	盘外招
pwx	抛物线
pxv	贫血症
pxw	排泄物
pxz	胖小子
pyi	派用场
pyl	偏移量
pyv	聘用制
pzc	排座次
pzu	泼脏水
qaa	气昂昂
qbb	千八百
qbh	铅笔画
qbk	切不可
qbn	七八年	却不能
qbs	岂不是	却不是
qbw	千百万	岂不闻
qbx	情报学
qby	前半夜
qdb	球蛋白
qds	强的松
qdu	全都是
qfd	千分点
qfi	千分尺
qfs	氢氟酸
qfu	启发式
qfy	切分音
qgf	前滚翻
qgi	全过程
qgr	亲骨肉
qhq	氰化氢
qhr	青海人
qhx	亲和性
qid	青春痘
qif	青春饭
qii	气冲冲
qil	起床了
qiq	青春期
qjb	奇迹般	旗舰版
qje	丘吉尔
qjk	取景框
qjq	轻机枪
qkd	乾坤袋
qkf	前空翻
qkj	顷刻间
qkt	羟考酮
qlj	轻量级
qlm	千里马
qls	浅蓝色
qlv	侵略者
qmd	亲密度
qmj	清明节
qmp	全面屏	曲面屏	群名片
qms	青霉素
qmv	敲门砖
qng	青年宫
qnq	取暖器
qny	前女友	前男友
qpm	全屏幕
qpq	旗袍裙
qpu	枪炮声
qpv	强迫症
qpx	起跑线	欺骗性
qqg	亲切感
qqh	全球化
qqq	氢气球
qqx	全球性
qrj	情人节
qsd	请稍等
qsf	遣散费
qsq	取色器
qsr	气死人
qtc	墙头草
qtd	其他的
qth	全天候
qtr	其他人
qtv	擎天柱
que	七十二
quh	秦始皇
quj	全世界
qut	潜水艇
qux	歧视性	全身心
quy	企事业
qvh	庆祝会	千纸鹤
qwd	强无敌
qwe	气味儿
qwj	群文件	潜望镜	去污剂
qwq	轻武器
qwx	趣味性	权威性
qxm	亲兄妹
qxq	七弦琴
qyg	前一个	奇异果
qyv	前一阵
qze	枪子儿
qzf	签字费
qzg	勤杂工
qzq	前奏曲
rbh	日本海
rbs	若不是
rcl	容错率
rcp	软磁盘
rcr	认错人
rcw	人财物
rcx	人才学
rdk	热得快
rdv	忍得住
reg	寄存器
reu	入耳式
rfl	热风炉
rgb	软骨病
rgg	软广告
rgh	人工湖
rgl	人工林
rgn	如果你
rgu	如果说
rgw	如果我
rgx	如果想
rhb	然后被
rhh	热乎乎
rhn	然后呢	如何呢
rhs	乳黄色
rhv	润滑脂
rhy	润滑油
rid	热传导
ril	热处理
rjb	软件包
rjg	热加工
rjv	日记账
rjx	日界线
rki	入口处
rkx	软科学
rkz	日喀则
rlb	日历表
rlj	软链接
rlp	容量瓶
rlx	人类学	弱类型
rly	燃料油
rlz	惹乱子
rmh	热门货
rms	软木塞
rmx	人民性
rmz	人马座
rnx	忍耐性
rny	热那亚
rph	热平衡
rpv	热膨胀
rqd	热启动
rrl	热容量
rsj	乳酸菌
rsq	软色情
rsv	染色质
rsx	热塑性
rtf	人头费
rub	人事部
ruf	惹是非
ruj	人社局
ruu	如是说
rux	肉食性
ruz	热水澡
rvb	软指标
rvc	肉中刺
rvl	软着陆
rvp	肉制品	乳制品
rvz	绕着走
rwb	日文版
rwe	人味儿
rwh	人物画
rwt	任务条
rxl	入学率
rxy	热效应
ryb	日语版
ryd	热运动
ryj	软硬件
ryl	软饮料
rym	软硬木
ryu	日月山
ryv	荣誉章
rzb	人造板
rzg	人造革
rzj	让自己
rzm	人造棉
rzs	人造丝
rzv	软组织
sbt	三胞胎
scj	速测镜
sdg	苏丹国
sdk	SD卡
sdq	三大球
sdy	四大洋
sdz	死得早
sed	塞尔达
sfb	司法部
sfd	随风倒
sfg	司法官
sfh	私房话
sfm	三方面
sfr	嫂夫人
sfx	四方形
sfy	索非亚
sfz	随份子
shb	三合板
shd	松花蛋
she	撒欢儿
shu	俗话说
shx	三和弦
sib	速成班
sig	松弛感
sir	四川人
siu	四川省
siz	四重奏
sjf	三角枫
sjj	三角架
sjt	三九天
sju	随机数
sjv	三角洲
skg	萨克管
slf	斯拉夫	赛璐玢
slj	三棱镜
slt	缩略图
slu	苏黎世
slv	塑料纸
slw	送礼物
sma	什么啊
smc	什么词
smd	什么的
sme	嗓门儿
smg	什么鬼	什么梗
smh	什么话
smi	赛马场
smj	什么叫	萨满教
smq	司马迁
smr	什么人	色目人
smt	酸梅汤	四面体
smu	什么是	什么事	丧门神
snn	酸牛奶
snv	死难者
snx	孙女婿
sny	桑拿浴
sph	碎片化
sqj	死全家
srb	四人帮
ssf	诉讼法
ssn	碎碎念	三四年
ssu	三四十
ssv	诉讼状
stn	桑塔纳
stt	扫堂腿
stz	宋体字
sul	速生林
sum	送上门
sus	三十岁	四十岁
suu	虽说是
suz	私生子
svp	丝织品
svr	三种人
svw	四周围
svx	扫帚星
svy	馊主意
swa	苏维埃
swg	死顽固
swj	散文家
swn	三五年	四五年
swt	四五天	三五天
swx	死亡线
sxf	孙媳妇
sxh	死循环
sxq	随想曲
sxv	四仙桌
syc	三叶草
syf	三月份	四月份	塞牙缝
syi	酥油茶
syj	三月街
syl	三元里
syp	死硬派	三丫坡
syq	所有权
syx	随意性
syz	撒丫子
szc	三字词	四字词
szd	所在地
szf	丧葬费
szj	三字经
szp	随葬品
szx	梭子蟹
szz	碎嘴子
tbb	特别版
tbh	铜版画
tbp	天不怕
tbs	特别是
tcd	体操队
tce	挑刺儿
tcq	探测器
tdb	糖蛋白
tdc	头等舱
tdg	头等功
tdh	特大号	通电话
tdk	通道口
tdm	土地庙
tdp	替代品
tdy	土地爷
tdz	腿肚子
ter	天鹅绒
tes	托儿所
tfi	通风橱
tfk	通风口
tgd	体工队
tgk	同甘苦
tgs	通古斯
tgt	剃光头
tgz	铁工资
thj	钛合金
tht	拖后腿
thu	同花顺
thv	拓荒者
thw	醍醐味
thy	挺好用	桃花运
tiq	逃出去
tiu	通常是
tiz	天秤座
tjh	套近乎
tji	停机场
tjj	统计局
tjp	停机坪
tjr	天津人
tjw	天津卫
tkb	太恐怖	太空步	坦克兵
tki	坦克车
tkr	太空人
tkx	脱口秀
tlg	天灵盖
tlw	铁路网
tly	陀螺仪
tmd	他妈的
tmg	同盟国	套马杆
tmj	他们家
tms	托马斯	汤姆森
tmy	同命运
tpj	太平间
tpm	太平门
tpt	拓扑图
tpv	谈判桌
tqg	淘气鬼
tqz	天琴座
trd	天然呆
trq	天然气
tsq	铁索桥
tsw	铁丝网
ttc	团体操
tte	头头儿
tth	通天河
ttm	榻榻米
ttt	天梯图
ttz	唐太宗
tuf	提示符
tuh	挺适合
tuy	提示音
tvb	团支部
tvc	土政策
tvd	天知道	同质化
tvn	体制内
tvq	统治权
tvt	天主堂
twb	调味包
twc	同温层
twf	贪污犯
twg	天文馆
twr	台湾人
twv	逃亡者
twy	同位语
txf	退休费
txh	同学会
txr	贴心人
txz	天蝎座
tyh	头一回	吐谷浑
tyk	体育课
tyq	调压器
tyt	听一听
tyu	同样是	太原市
tze	投资额
tzi	屠宰场
tzr	投资人
tzz	甜滋滋
ucc	深层次
uch	水彩画
uci	双层床
ucl	生存率	生存力
ucn	守财奴
ucr	伤残人
ucs	上厕所
udb	上等兵
udd	说到底	手动挡	说得对
ude	顺道儿
udi	水电厂
udk	圣诞卡
udv	闪电战	数得着
udw	输电网
udx	煽动性
ued	十二点
uef	十二分
ufe	顺风耳
ufj	煞风景	扇风机
ufl	说服力	舒服了
ugd	闪光灯	石敢当
ugx	烧高香
ugy	上个月
ugz	涮锅子
uhc	石花菜
uhg	山海关
uhp	售货棚
uhr	上海人
uht	耍滑头
uhx	深呼吸
uhy	售货员
uil	生产力
uiq	生成器
ujb	双肩包	神经病
ujh	手机号
uji	时间差	时间戳
ujj	审计局
ujm	世纪末
ujn	十几年
ujr	收件人
ujs	十几岁	十九岁
ujt	神经痛
ujv	石家庄	十进制
ukv	实况主
ukx	深刻性
ulb	视力表
ulc	数量词
ulk	水陆空
ulp	耍赖皮
ulq	少林拳
ulr	双立人
uly	势利眼
ulz	舍利子
umw	双马尾	说明文	手慢无
una	施耐庵
unb	水泥板
und	水泥钉
unf	少年犯
uni	水泥厂
unn	少奶奶
unr	少年人
unu	神农氏
uny	石脑油
unz	神奈子
upf	商品房
uph	商品化
upi	耍排场
upl	商品粮
ups	世乒赛
upt	耍派头
upy	售票员
uqk	啥情况
uqr	申请人
ura	杀人案
urw	双人舞
ury	水溶液
usb	生死簿
usg	生死观
ush	啥时候	是时候
usj	十三经
usl	十三陵
usm	是什么
usu	事实上	上岁数
usx	生死线
utd	耍态度
ute	收摊儿
utj	实体机	石炭纪
utp	水獭皮
utq	生态群
utr	身体乳
uts	石炭酸
utu	手提式
utz	收摊子
uub	试试吧
uud	摄氏度
uue	省事儿
uuh	说实话
uuj	杀手锏
uul	收视率
uuv	顺时针
uuz	射手座
uvb	时装表
uvg	数值怪	双职工
uvk	双周刊
uvn	上中农
uvs	生长素
uvy	甚至于	受制于	水中月
uvz	摄制组
uwb	数位板	商务部	试玩版
uwd	生物电
uwf	耍威风
uwp	数位屏
uwr	水污染
uwx	生物学
uwy	啥玩意	朔望月
uxd	师兄弟	少先队
uxi	食心虫
uxl	升学率	睡醒了
uxp	上下铺
uxx	时效性	首选项
uxz	使性子
uyd	上一代	十一点	省油灯
uyj	收音机	商业街	试衣间
uyk	双月刊
uyl	收益率	失业率
uyp	双眼皮
uyw	是因为
uyz	双鱼座	试验组
uzb	识字班
uze	石子儿
uzh	数字化
uzj	十字架
uzl	上座率
uzm	首字母
uzt	狮子头
uzv	失踪者
uzw	狮子舞
uzx	双子星
uzz	双子座
vaw	障碍物
vbf	枕边风
vbs	这不是
vbt	这半天
vcb	注册表
vcj	注册机
vcm	注册码
vcr	仲裁人
vcx	政策学
vcy	中草药
vdc	致悼词
vde	这点儿
vdi	折叠床
vds	真的是	招待所
vdt	掷弹筒
vdv	终点站
vdw	主单位
vdx	针对性
vdy	撞大运	折叠椅	猪队友
vgc	中关村
vgg	直勾勾
vgi	中国城
vgm	中国梦
vgt	中国通
vgy	这个月	植根于
vhg	指挥官
vht	装糊涂
vhy	指挥员
vir	主持人
vjb	装甲兵
vjc	助记词
vje	这就是
vjj	张家界
vjk	张家口
vjq	重机枪
vjr	中间人	召集人
vjy	转基因
vjz	照镜子
vkd	中科大
vkg	真空管
vkq	制空权
vld	之类的	着力点	直流电
vli	重力场
vll	直愣愣
vlp	战利品
vlq	专利权
vlr	主理人
vlv	占领者
vlz	正离子
vme	照面儿
vmf	找麻烦
vnb	纸尿布
vnd	种牛痘
vni	指南车
vnw	樟脑丸
vnx	智能性
vpf	诈骗犯
vpg	装配工
vpi	制片厂
vpj	照排机
vpl	侦破率
vqb	周期表
vqd	正确的
vqi	沼气池
vqm	找窍门
vqn	中青年
vqs	证券所
vrw	主人翁
vsh	这时候
vsn	侄孙女
vsz	装孙子
vtc	主题词
vtd	主通道
vtp	站台票
vtu	招讨使
vtv	状态值
vub	正式版
vuj	指数级
vul	中山狼
vvc	竹枝词
vvg	珍珠港
vvi	主战场
vvl	住宅楼
vvn	周志农
vvp	战争片
vvv	执政者
vvw	针织物
vvy	中州韵	指战员
vwf	占位符
vwq	重武器
vwt	植物体
vwu	中位数
vwx	植物学
vwy	植物油
vwz	转弯子
vxc	中心词	中性词
vxf	正相反	侄媳妇
vxp	滞销品
vxv	照相纸
vyb	这一步	职业病	志愿兵
vzg	驻在国
vzi	制造厂
vzr	制作人
vzt	竹字头
vzu	制造商
vzx	折子戏	铸造学
vzy	制造业
wan	我爱你
wau	王安石
wbs	无不是
wcr	午餐肉
wdi	温度场
wdj	温度计
wdp	无党派
wdr	外地人
wdu	武当山	无敌手	卫道士
wdz	微电子
wej	我已经
wfb	无纺布
wfl	我服了
wgd	乌干达
wgg	外骨骼
wgj	乌骨鸡	瓦岗军
wgp	顽固派
wgt	文工团
wgv	伟光正
whg	违和感	无花果
whh	外行话
whj	文化局
whv	维护者	玩花招
why	玩花样
wig	尾椎骨	文抄公
wii	乌沉沉
wix	未承想	无衬线	微程序
wiy	文昌鱼
wjf	微积分
wjg	微架构
wjm	文件名
wjy	万金油
wkk	我看看
wkv	胃扩张
wlc	乌拉草
wlj	物理机
wlr	外来人
wlu	无论是	五六十
wlv	瓦楞纸
wmg	外蒙古
wmh	污名化
wml	误码率
wmx	文明戏
wmy	万美元	外卖员
wnb	万能表
wnh	无奈何
wni	挖泥船
wny	万能药
wpc	外胚层
wpi	乌篷船
wps	WPS
wqd	无穷大
wqk	武器库
wqt	完全体	为前提
wqx	文曲星
wri	无人车
wrk	万人坑
wrq	无人区	污染区
wrv	围绕着	委任状
wsf	未遂犯
wsm	为什么
wsu	我是谁
wsz	外孙子
wta	无头案
wtt	雾腾腾
wuj	卫生间	威士忌
wuq	卫生球
wuw	微生物
wvb	物质波
wvl	微指令
wvq	伪政权
wvs	味之素
wvu	未知数
wwd	慰问电
wwe	维吾尔
wwh	无外乎
wwi	未完成
wwq	娃娃亲
wwr	弯弯绕	未亡人
wws	外围赛
wwt	窝窝头
wwx	慰问信
wwy	娃娃鱼
wxg	微血管
wxh	我喜欢	微循环
wxl	唯心论
wxu	文学史
wxy	无响应	未响应	晚香玉
wyk	外语课
wym	无烟煤
wyq	稳压器
wyt	为一体
wzt	武则天
xal	兴安岭
xbb	凶巴巴	香饽饽	象拔蚌
xbc	小白菜
xbe	小辫儿
xbg	信不过
xbm	小保姆
xbn	下半年
xbp	西部片
xbs	选拔赛	小瘪三
xbw	小霸王
xby	西班牙	下半夜
xcv	幸存者
xdi	想当初
xea	秀恩爱
xeb	馅儿饼
xel	性恶论
xem	小恶魔	小而美
xeq	小而全
xez	小儿子
xfb	矽肺病
xfg	洗发膏
xfr	西方人
xgp	小钢炮
xgq	修改器
xgr	西瓜瓤	香港人
xgt	细高挑
xhc	杏花村
xhg	雪花膏
xhi	小合唱
xhj	寻呼机
xhp	消耗品
xhr	猩红热
xht	小胡桃
xhw	小黑屋
xid	现成的
xii	兴冲冲
xip	宣传片
xjf	选举法
xjg	象脚鼓
xjn	小江南
xjr	新疆人
xjs	性激素
xju	橡胶树
xjv	细菌战
xjw	溴甲烷
xjz	小舅子
xka	小可爱
xkd	想开点
xkf	许可法
xkh	相抗衡	下课后	小括号
xki	小客车
xkj	锡克教
xkn	辛苦你
xkv	许可证
xkw	幸亏我
xkx	寻开心
xlb	行了吧	小笼包	训练班
xlf	洗理费
xlg	修理工
xli	修理厂
xlj	行李架
xlk	小两口
xlm	心里面
xlp	系列片
xlq	学龄前
xls	相类似
xlt	巡逻艇
xlu	血泪史
xlw	希腊文
xlz	新路子
xmm	小妹妹	笑眯眯
xmn	洗面奶
xmv	心目中	荨麻疹
xmw	下马威
xmy	小蛮腰
xnh	小女孩	小男孩
xnj	虚拟机
xny	小年夜
xnz	新娘子
xpc	橡皮擦
xph	小屁孩
xpl	下坡路
xpp	香喷喷
xpv	新篇章
xpy	小朋友
xqb	学前班
xqc	需求侧
xqf	享清福
xqg	小气鬼
xqi	想清楚
xqk	向前看
xqr	星期日
xqs	星期三	星期四
xqw	星期五
xqx	新气象
xqy	星期一
xqz	小圈子
xre	小人儿
xrk	向日葵
xrq	仙人球
xrr	瞎嚷嚷
xrv	仙人掌
xrx	虚荣心
xsb	相思病
xsd	相似度
xsh	小时候
xsj	新四军
xsm	些什么
xsn	相思鸟
xth	系统化
xtr	心头肉
xtu	兴头上
xtw	信天翁
xtx	先天性
xua	凶杀案
xud	小数点
xue	销售额
xuf	刑事犯
xuh	小时候	学生会
xuj	学术界	洗手间
xul	消失了
xup	显示屏
xuu	形式上
xuv	行驶证
xux	学术性
xva	修正案
xvc	行政村
xvg	新中国
xvk	行政科
xvn	下中农
xvv	旋转轴
xwb	纤维板
xwg	新闻稿
xwp	新闻片
xws	纤维素
xwt	小问题
xxd	小心点
xxh	信息化
xxj	学习机
xxk	想想看
xxu	小学生
xxv	想象中	先行者
xxw	血腥味
xxy	小心眼
xyb	下一步
xyc	下一次	薰衣草
xyd	下一代
xye	幸运儿
xyf	洗衣粉	洗衣服
xyh	西洋画
xyi	小阳春
xyk	信用卡
xyp	学院派
xyq	吸烟区
xyt	西雅图	下雨天	吓一跳
xyx	想一想
xzf	学杂费
xzp	殉葬品
xzv	小组长
xzw	小作文
yam	阴暗面
ybc	也不错
ybg	摇笔杆
ybi	言必称
ybk	哑巴亏
ybn	也不能	又不能
ybs	也不是	又不是	也不算
ybu	用不上	一把手
ybv	用不着
yby	要不要
ycf	隐藏分
ych	油菜花
ycz	油菜籽
yeq	幼儿期
yes	一二三
yet	雅尔塔
yey	幼儿园
yfc	有分寸
yfe	有范儿
yfi	一风吹
yfp	月份牌
yfs	玉佛寺
ygi	油罐车
ygq	雨刮器
yhe	一会儿
yhi	萤火虫
yhj	氧化剂
yhq	优惠券
yht	氧化铁	雨花台
yhw	氧化物
yhx	银河系
yhy	宇航员	颐和园
yii	阴沉沉
yik	一场空
yil	已处理	预处理
yin	一刹那
yjd	雅加达
yje	也就是
yjh	一句话
yjr	一家人
yjs	研究所
yju	一件事	有件事	一键式
yjx	郁金香
ykd	一看到
ykh	圆括号
ykn	有可能	也可能
yku	一开始
yky	也可以
yle	一溜儿
ylp	玉兰片
ylr	一路人
ymp	一面坡
ynr	云南人
ypv	压迫者
ypz	右撇子
yqc	语气词
yqp	氧气瓶
yqs	邀请赛
yqv	有气质
yrf	羽绒服
yrm	有人吗	有人么	有人没
yrp	易燃品
yru	羊绒衫
ysb	压缩包
ysj	有时间
ysm	有什么
ysn	预算内
yss	一丝丝	阴森森
yth	研讨会
yti	一头沉
ytk	一堂课
ytt	一天天	一条条
ytw	因特网
yty	依托于
ytz	一团糟
yug	一首歌
yuh	有时候	于是乎
yuj	有时间	一瞬间	右上角
yux	艺术性
yvc	预制菜
yvg	一整个
yvp	异装癖
ywc	疑问词
ywe	有味儿
ywi	已完成	医务处
ywp	洋务派
yws	医务所
ywx	有危险	意外险	于无形
ywz	颜文字
yxe	一下儿
yxp	印象派
yyc	有一次
yyd	有一点
yyh	音乐会
yyr	有缘人	悠悠然
yyu	饮用水
yyv	有一种
yyx	优越性
yzb	原子笔
yzd	原子弹
yze	扬子鳄
yzh	夜总会
yzi	营造尺
yzj	扬子江
yzt	原子团
yzu	原则上
yzv	有组织
yzx	原则性
yzy	源自于	咬字眼
zav	则安之
zbp	滋补品
zbt	走不通
zbu	自白书
zdc	最低层
zdd	自动挡	最低点	知道的
zde	早点儿
zdj	自动机
zdm	自动门
zdt	坐地铁	早稻田
zdu	子弟书	这倒是
zdv	坐得正
zes	再而三
zff	自发粉
zfu	自费生
zfv	总方针
zfw	砸饭碗
zfx	自发性
zfz	诹访子
zgg	做广告
zgh	总工会
zgn	自耕农
zgs	总公司
zgy	自感应
zhe	杂活儿
zhf	总后方
zhp	杂货铺
zhq	组合拳
zhs	枣红色
zhy	综合语
zjh	紫荆花
zji	紫禁城
zjm	字节码
zjq	自决权
zjr	自己人
zjs	总决赛
zju	紫金山
zkl	自控力
zkn	怎可能
zku	最开始
zlf	总理府
zlg	再来个
zlj	资料夹	自流井
zlp	资料片
zph	自平衡
zpj	杂牌军
zqd	足球队
zqi	足球场
zqj	作曲家
zqq	走亲戚
zqt	做圈套
zrc	自然村
zrd	自然段
zrj	自然界
zrk	总人口
zrl	自然龙
zrq	做人情
zrr	责任人
zrt	责任田
zru	自然数	责任书
zry	最容易
zsf	走私犯
zsj	增塑剂
zsl	总司令
zsn	曾孙女
ztf	在逃犯
zti	钻探船
ztj	钻探机
ztv	总统制
ztz	总投资
zuh	早上好
zui	再生产
zuj	左上角
zum	再生毛
zuy	自适应
zva	组织胺
zvb	组织部
zvi	造纸厂
zvp	在制品
zvv	组织者
zvx	组织性
zwe	滋味儿
zwg	紫外光
zwh	组委会
zwj	自卫军
zwk	总务科
zwq	自卫权
zwy	灶王爷
zxb	最新版
zxd	总协定
zxg	最小割
zxt	子系统
zxw	做学问
zye	字眼儿
zyf	在押犯
zyj	最优解	自由基
zyl	作用力
zyp	滋养品
zys	总预算
zyt	作业题
zyv	遭遇战
zyz	怎样做	坐月子
zzb	纵坐标
zzc	自造词
zze	早早儿
zzf	曾祖父
zzm	曾祖母
zzz	啧啧啧
